,slide_id,case_id,magnification,level_downsamples
628,TCGA-15-1446-01Z-00-DX1.24894196-502d-4fc4-a1dc-2a3dc1fcbfba,TCGA-15-1446,20x,"(1.0, 4.0001528756741, 16.00177772594752)"
629,TCGA-15-1447-01Z-00-DX1.80c2a3ec-5ddd-479d-a85e-1b21000cbe36,TCGA-15-1447,20x,"(1.0, 4.000083333333333, 16.001192439862542)"
630,TCGA-15-1449-01Z-00-DX1.b2849792-22e4-43a4-b6d9-7ab19a0222ca,TCGA-15-1449,20x,"(1.0, 4.000106650924833, 16.00231612569449)"
631,TCGA-27-1830-01Z-00-DX3.def849be-436e-4c2f-b269-10c3701b731b,TCGA-27-1830,20x,"(1.0, 4.000222018840127, 16.002436175279826)"
632,TCGA-27-1830-01Z-00-DX2.f46f040d-d9a7-4c6c-a74d-368882a01d8a,TCGA-27-1830,20x,"(1.0, 4.000083333333333, 16.000333333333334)"
633,TCGA-27-1830-01Z-00-DX1.4d3a6a94-8e40-497b-99e5-85b8aad0fefb,TCGA-27-1830,20x,"(1.0, 4.000128374613003, 16.000513498452012)"
634,TCGA-27-1831-01Z-00-DX4.b8a6fef5-9ba3-40b4-b32a-31485dbaa153,TCGA-27-1831,20x,"(1.0, 4.000200045013504, 16.00160056022409)"
635,TCGA-27-1831-01Z-00-DX1.81054173-8861-43fd-ba8a-54e58d7ac0f2,TCGA-27-1831,20x,"(1.0, 4.000285461620091, 16.00321781384158)"
636,TCGA-27-1831-01Z-00-DX2.61dd7df5-bebc-4625-a7b3-160590b26ffd,TCGA-27-1831,20x,"(1.0, 4.000111064674538, 16.002952685421995)"
637,TCGA-27-1831-01Z-00-DX3.0c03cc2a-c926-4c67-9d95-d410b096c898,TCGA-27-1831,20x,"(1.0, 4.000083333333333, 16.000333333333334)"
638,TCGA-27-1832-01Z-00-DX3.1130e0c6-dbb2-47bb-8769-85ac68bf0c87,TCGA-27-1832,20x,"(1.0, 4.0001197470870835, 16.000478988348334)"
639,TCGA-27-1832-01Z-00-DX4.1a58f6c2-59b8-47de-97aa-e5fdd42748de,TCGA-27-1832,20x,"(1.0, 4.000183799442522, 16.00228505971733)"
640,TCGA-27-1832-01Z-00-DX2.ca89e95e-bfec-4d59-9948-fa3698b93f08,TCGA-27-1832,20x,"(1.0, 4.0002349292947486, 16.001729041556572)"
641,TCGA-27-1832-01Z-00-DX1.594a794d-ac95-4dc7-a105-bc52bc969935,TCGA-27-1832,20x,"(1.0, 4.00008695652174, 16.00203844316219)"
642,TCGA-27-1833-01Z-00-DX3.64bd5696-54c4-4ef1-84e4-959f82215edf,TCGA-27-1833,20x,"(1.0, 4.000187529789365, 16.00316472749541)"
643,TCGA-27-1833-01Z-00-DX4.400b06f2-094c-4371-ab67-3dabb0764c3e,TCGA-27-1833,20x,"(1.0, 4.000127468972597, 16.000509875890387)"
644,TCGA-27-1833-01Z-00-DX1.1f6bd333-6e85-41b0-a5b1-9e5e8b992e3d,TCGA-27-1833,20x,"(1.0, 4.0001241141061, 16.0004964564244)"
645,TCGA-27-1833-01Z-00-DX2.152a5b4b-2a73-49f2-af6f-84bf292241a3,TCGA-27-1833,20x,"(1.0, 4.0001864881037665, 16.003376521768452)"
646,TCGA-27-1834-01Z-00-DX2.4aeb58ba-a307-489a-a505-02afa4e07a83,TCGA-27-1834,20x,"(1.0, 4.000083333333333, 16.000333333333334)"
647,TCGA-27-1834-01Z-00-DX1.6a999465-48e8-4dff-8ef2-1c31bd33ce27,TCGA-27-1834,20x,"(1.0, 4.000233168514634, 16.0033309352518)"
648,TCGA-27-1835-01Z-00-DX2.213a0703-64a3-4feb-b9c2-03f3a3b4cab6,TCGA-27-1835,20x,"(1.0, 4.0001203474639055, 16.00126418786693)"
649,TCGA-27-1835-01Z-00-DX1.e391c3a2-eb2a-4c3d-94be-16951be30dab,TCGA-27-1835,20x,"(1.0, 4.000117265362682, 16.00046906145073)"
650,TCGA-27-1836-01Z-00-DX4.e54cb874-8c4b-4f64-89b1-af6891cc6d83,TCGA-27-1836,20x,"(1.0, 4.000258738473182, 16.001034953892727)"
651,TCGA-27-1836-01Z-00-DX3.70ad0337-b205-4bd7-8a42-e8bb93bb589f,TCGA-27-1836,20x,"(1.0, 4.000173653585725, 16.002242676827816)"
652,TCGA-27-1836-01Z-00-DX1.05a02f0b-4261-44d2-ad56-63265bb3cd70,TCGA-27-1836,20x,"(1.0, 4.000184600475437, 16.003323633712256)"
653,TCGA-27-1836-01Z-00-DX2.85cffd50-6080-4254-ae41-c1c74391a6a8,TCGA-27-1836,20x,"(1.0, 4.000169892533618, 16.000679570134473)"
654,TCGA-27-1837-01Z-00-DX1.27b8fc01-d46e-459e-b4b9-6b80bf7dc6a9,TCGA-27-1837,20x,"(1.0, 4.000066666666667, 16.00201644794401)"
655,TCGA-27-1838-01Z-00-DX1.3ada1ada-fb14-4761-84f9-66a339e86e73,TCGA-27-1838,20x,"(1.0, 4.000144293673442, 16.002285891810025)"
656,TCGA-28-1745-01Z-00-DX1.44d465d5-453d-4c06-85db-14de0656f0b3,TCGA-28-1745,20x,"(1.0, 4.000193187227654, 16.003410256410255)"
657,TCGA-28-1746-01Z-00-DX1.06f187d2-b5e8-4b37-bb23-a707d0059944,TCGA-28-1746,20x,"(1.0, 4.000159985180643, 16.004321063394684)"
658,TCGA-28-1749-01Z-00-DX1.08010572-bf70-45ae-b804-4c0e5b03ee6f,TCGA-28-1749,20x,"(1.0, 4.000099641291351, 16.000398565165405)"
659,TCGA-28-1750-01Z-00-DX1.b1455f64-6b43-4f2f-8434-d7fb53aadc51,TCGA-28-1750,20x,"(1.0, 4.0000625, 16.00329723209751)"
660,TCGA-28-1751-01Z-00-DX1.9be1807e-2cd5-469d-a4ab-6730aa26fc95,TCGA-28-1751,20x,"(1.0, 4.000104061570301, 16.000416246281205)"
661,TCGA-28-1752-01Z-00-DX1.e24f30ab-133e-4a77-9df7-c136beea14a2,TCGA-28-1752,20x,"(1.0, 4.000264373270067, 16.0042223628692)"
662,TCGA-28-1755-01Z-00-DX1.913db772-e917-4ae0-a2cc-281e63507f57,TCGA-28-1755,20x,"(1.0, 4.000333140165252, 8.00171353777113)"
663,TCGA-28-1757-01Z-00-DX1.ef0fd824-d5cb-484e-8296-4064cf183f75,TCGA-28-1757,20x,"(1.0, 4.000234733893557, 16.00183546989392)"
664,TCGA-28-1760-01Z-00-DX1.c18f0389-2817-4b4b-867b-b392ad492254,TCGA-28-1760,20x,"(1.0, 4.000237140584158, 16.003677307867214)"
